iteration,loss
0,0.7135
10000,0.689451659321785
20000,0.6482161629199982
30000,0.6205331438779831
40000,0.5999943017959595
50000,0.6024
60000,0.5710322642326355
70000,0.5543777090311051
80000,0.5383877444267273
90000,0.5263260918855667
100000,0.5558
110000,0.5112705656886101
120000,0.5007876512408257
130000,0.49556250125169754
140000,0.4856898584961891
150000,0.4686
160000,0.48141632199287415
170000,0.4807913655042648
180000,0.4652452704310417
190000,0.46358814388513564
200000,0.4832
210000,0.46973668307065963
220000,0.4621136564016342
230000,0.4576185816526413
240000,0.4515320697426796
250000,0.4647
260000,0.45792096376419067
270000,0.45804808229207994
280000,0.45174339413642883
290000,0.4529035633802414
300000,0.4878
310000,0.449867328107357
320000,0.4528992196917534
330000,0.45344982385635374
340000,0.45571272224187853
350000,0.4202
360000,0.46061901181936266
370000,0.4488283425569534
380000,0.45016647189855574
390000,0.44842722117900846
400000,0.4863
