threshold,fpr,tpr
0.0001,0.803050397876209,0.9665621734486253
0.0002,0.803050397876209,0.9665621734486253
0.0003,0.8021662245782446,0.9665621734486253
0.0004,0.8019451812537535,0.9665621734486253
0.0005,0.8017241379292623,0.9665621734486253
0.0006,0.801061007955789,0.9665621734486253
0.0007,0.801061007955789,0.9665621734486253
0.0008,0.8006189213068068,0.9665621734486253
0.0009,0.8003978779823157,0.9665621734486253
0.001,0.7999557913333335,0.9665621734486253
0.0011,0.799071618035369,0.9665621734486253
0.0012,0.7988505747108778,0.9665621734486253
0.0013,0.7979664014129134,0.9665621734486253
0.0014,0.7979664014129134,0.9665621734486253
0.0015,0.7977453580884223,0.9665621734486253
0.0016,0.7975243147639313,0.9665621734486253
0.0017,0.7973032714394401,0.9665621734486253
0.0018,0.7973032714394401,0.9665621734486253
0.0019,0.797082228114949,0.9665621734486253
0.002,0.7966401414659667,0.9665621734486253
0.0021,0.7964190981414757,0.9665621734486253
0.0022,0.7959770114924934,0.9665621734486253
0.0023,0.7955349248435112,0.9655172413692213
0.0024,0.795092838194529,0.9644723092898174
0.0025,0.7946507515455468,0.9634273772104135
0.0026,0.7946507515455468,0.9634273772104135
0.0027,0.7942086648965645,0.9634273772104135
0.0028,0.7937665782475823,0.9634273772104135
0.0029,0.793103448274109,0.9623824451310096
0.003,0.793103448274109,0.9623824451310096
0.0031,0.793103448274109,0.9623824451310096
0.0032,0.793103448274109,0.9623824451310096
0.0033,0.7924403183006357,0.9623824451310096
0.0034,0.7922192749761445,0.9623824451310096
0.0035,0.7922192749761445,0.9623824451310096
0.0036,0.7917771883271623,0.9623824451310096
0.0037,0.7915561450026712,0.9623824451310096
0.0038,0.791114058353689,0.9623824451310096
0.0039,0.7906719717047067,0.9623824451310096
0.004,0.7904509283802157,0.9623824451310096
0.0041,0.7902298850557246,0.9623824451310096
0.0042,0.7897877984067423,0.9623824451310096
0.0043,0.789124668433269,0.9623824451310096
0.0044,0.789124668433269,0.9623824451310096
0.0045,0.7886825817842867,0.9623824451310096
0.0046,0.7886825817842867,0.9623824451310096
0.0047,0.7884615384597956,0.9623824451310096
0.0048,0.7884615384597956,0.9623824451310096
0.0049,0.7884615384597956,0.9623824451310096
0.005,0.7877984084863223,0.9623824451310096
0.0051,0.7875773651618312,0.9602925809722017
0.0052,0.7875773651618312,0.9602925809722017
0.0053,0.7873563218373401,0.9602925809722017
0.0054,0.7873563218373401,0.9602925809722017
0.0055,0.7873563218373401,0.9602925809722017
0.0056,0.7871352785128489,0.9602925809722017
0.0057,0.7871352785128489,0.9602925809722017
0.0058,0.7871352785128489,0.9602925809722017
0.0059,0.7869142351883579,0.9602925809722017
0.006,0.7866931918638668,0.9602925809722017
0.0061,0.7864721485393756,0.9592476488927978
0.0062,0.7862511052148845,0.9592476488927978
0.0063,0.7862511052148845,0.9592476488927978
0.0064,0.7862511052148845,0.9592476488927978
0.0065,0.7858090185659024,0.9592476488927978
0.0066,0.7858090185659024,0.9592476488927978
0.0067,0.785145888592429,0.9592476488927978
0.0068,0.7847038019434467,0.9592476488927978
0.0069,0.7844827586189557,0.9592476488927978
0.007,0.7840406719699734,0.9592476488927978
0.0071,0.7835985853209911,0.9592476488927978
0.0072,0.783156498672009,0.9592476488927978
0.0073,0.7829354553475179,0.9592476488927978
0.0074,0.7824933686985356,0.9592476488927978
0.0075,0.7818302387250623,0.9592476488927978
0.0076,0.7816091954005712,0.9592476488927978
0.0077,0.78138815207608,0.9592476488927978
0.0078,0.7809460654270979,0.9592476488927978
0.0079,0.7805039787781156,0.9592476488927978
0.008,0.7802829354536245,0.9592476488927978
0.0081,0.7798408488046423,0.9592476488927978
0.0082,0.7787356321821867,0.9592476488927978
0.0083,0.7785145888576956,0.9592476488927978
0.0084,0.7778514588842222,0.9592476488927978
0.0085,0.7776304155597311,0.9592476488927978
0.0086,0.7774093722352401,0.9592476488927978
0.0087,0.7774093722352401,0.9592476488927978
0.0088,0.7767462422617667,0.9592476488927978
0.0089,0.7765251989372756,0.9592476488927978
0.009,0.7760831122882934,0.9592476488927978
0.0091,0.7760831122882934,0.9592476488927978
0.0092,0.7756410256393111,0.9592476488927978
0.0093,0.77541998231482,0.9592476488927978
0.0094,0.7749778956658379,0.9592476488927978
0.0095,0.7734305923944,0.9592476488927978
0.0096,0.7729885057454178,0.9592476488927978
0.0097,0.7727674624209268,0.9592476488927978
0.0098,0.7725464190964356,0.9592476488927978
0.0099,0.7725464190964356,0.9592476488927978
0.01,0.7723253757719445,0.9592476488927978
0.0101,0.7723253757719445,0.9592476488927978
0.0102,0.7723253757719445,0.9592476488927978
0.0103,0.7718832891229622,0.9592476488927978
0.0104,0.7712201591494889,0.9592476488927978
0.0105,0.7709991158249978,0.9582027168133939
0.0106,0.7707780725005067,0.9582027168133939
0.0107,0.7701149425270334,0.9582027168133939
0.0108,0.7698938992025423,0.9582027168133939
0.0109,0.7696728558780511,0.9582027168133939
0.011,0.76945181255356,0.9582027168133939
0.0111,0.76945181255356,0.9582027168133939
0.0112,0.769230769229069,0.9582027168133939
0.0113,0.769230769229069,0.9571577847339899
0.0114,0.7687886825800867,0.9571577847339899
0.0115,0.7685676392555956,0.9571577847339899
0.0116,0.7683465959311044,0.956112852654586
0.0117,0.7681255526066133,0.956112852654586
0.0118,0.7679045092821223,0.956112852654586
0.0119,0.76746242263314,0.956112852654586
0.012,0.76746242263314,0.956112852654586
0.0121,0.7672413793086489,0.956112852654586
0.0122,0.7670203359841578,0.956112852654586
0.0123,0.7670203359841578,0.956112852654586
0.0124,0.7667992926596667,0.956112852654586
0.0125,0.7663572060106845,0.956112852654586
0.0126,0.7661361626861933,0.956112852654586
0.0127,0.7659151193617022,0.956112852654586
0.0128,0.7656940760372112,0.956112852654586
0.0129,0.7652519893882289,0.956112852654586
0.013,0.7650309460637378,0.956112852654586
0.0131,0.7648099027392466,0.9550679205751822
0.0132,0.7648099027392466,0.9550679205751822
0.0133,0.7639257294412822,0.9550679205751822
0.0134,0.7634836427923,0.9540229884957783
0.0135,0.7632625994678089,0.9540229884957783
0.0136,0.7628205128188267,0.9540229884957783
0.0137,0.7623784261698444,0.9540229884957783
0.0138,0.7623784261698444,0.9540229884957783
0.0139,0.7623784261698444,0.9540229884957783
0.014,0.7621573828453534,0.9540229884957783
0.0141,0.7619363395208623,0.9540229884957783
0.0142,0.7610521662228977,0.9540229884957783
0.0143,0.7608311228984067,0.9540229884957783
0.0144,0.7608311228984067,0.9540229884957783
0.0145,0.7606100795739156,0.9540229884957783
0.0146,0.7597259062759512,0.9529780564163743
0.0147,0.7597259062759512,0.9529780564163743
0.0148,0.7597259062759512,0.9529780564163743
0.0149,0.75950486295146,0.9529780564163743
0.015,0.75950486295146,0.9529780564163743
0.0151,0.75950486295146,0.9519331243369704
0.0152,0.7592838196269689,0.9519331243369704
0.0153,0.7592838196269689,0.9519331243369704
0.0154,0.7588417329779866,0.9519331243369704
0.0155,0.7588417329779866,0.9519331243369704
0.0156,0.7586206896534956,0.9519331243369704
0.0157,0.7581786030045133,0.9519331243369704
0.0158,0.7579575596800222,0.9519331243369704
0.0159,0.7579575596800222,0.9519331243369704
0.016,0.7577365163555311,0.9519331243369704
0.0161,0.7577365163555311,0.9519331243369704
0.0162,0.7577365163555311,0.9519331243369704
0.0163,0.7572944297065489,0.9519331243369704
0.0164,0.7572944297065489,0.9519331243369704
0.0165,0.7570733863820578,0.9519331243369704
0.0166,0.7568523430575667,0.9519331243369704
0.0167,0.7564102564085844,0.9519331243369704
0.0168,0.75552608311062,0.9519331243369704
0.0169,0.75552608311062,0.9519331243369704
0.017,0.75552608311062,0.9519331243369704
0.0171,0.75552608311062,0.9519331243369704
0.0172,0.7550839964616377,0.9519331243369704
0.0173,0.7548629531371467,0.9519331243369704
0.0174,0.7541998231636733,0.9519331243369704
0.0175,0.7541998231636733,0.9519331243369704
0.0176,0.7539787798391822,0.9519331243369704
0.0177,0.7537577365146911,0.9519331243369704
0.0178,0.7535366931902,0.9519331243369704
0.0179,0.7533156498657089,0.9519331243369704
0.018,0.7533156498657089,0.9519331243369704
0.0181,0.7528735632167266,0.9519331243369704
0.0182,0.7528735632167266,0.9519331243369704
0.0183,0.7526525198922356,0.9519331243369704
0.0184,0.7526525198922356,0.9519331243369704
0.0185,0.7526525198922356,0.9519331243369704
0.0186,0.7524314765677445,0.9519331243369704
0.0187,0.7524314765677445,0.9508881922575665
0.0188,0.7524314765677445,0.9508881922575665
0.0189,0.7524314765677445,0.9508881922575665
0.019,0.7522104332432533,0.9508881922575665
0.0191,0.751768346594271,0.9508881922575665
0.0192,0.7513262599452889,0.9508881922575665
0.0193,0.7511052166207978,0.9508881922575665
0.0194,0.7504420866473244,0.9508881922575665
0.0195,0.7504420866473244,0.9508881922575665
0.0196,0.7502210433228333,0.9508881922575665
0.0197,0.74955791334936,0.9508881922575665
0.0198,0.7493368700248688,0.9508881922575665
0.0199,0.7491158267003778,0.9508881922575665
0.02,0.7488947833758867,0.9508881922575665
0.0201,0.7480106100779221,0.9508881922575665
0.0202,0.7477895667534311,0.9498432601781626
0.0203,0.7477895667534311,0.9498432601781626
0.0204,0.7471264367799577,0.9498432601781626
0.0205,0.7471264367799577,0.9498432601781626
0.0206,0.7469053934554666,0.9498432601781626
0.0207,0.7469053934554666,0.9498432601781626
0.0208,0.7464633068064844,0.9498432601781626
0.0209,0.7462422634819933,0.9498432601781626
0.021,0.74557913350852,0.9498432601781626
0.0211,0.74557913350852,0.9498432601781626
0.0212,0.74557913350852,0.9498432601781626
0.0213,0.7451370468595377,0.9498432601781626
0.0214,0.7449160035350466,0.9498432601781626
0.0215,0.7444739168860643,0.9487983280987586
0.0216,0.7440318302370822,0.9487983280987586
0.0217,0.7438107869125911,0.9487983280987586
0.0218,0.7435897435880999,0.9487983280987586
0.0219,0.7429266136146266,0.9487983280987586
0.022,0.7429266136146266,0.9487983280987586
0.0221,0.7427055702901355,0.9487983280987586
0.0222,0.7427055702901355,0.9487983280987586
0.0223,0.7427055702901355,0.9487983280987586
0.0224,0.7424845269656444,0.9487983280987586
0.0225,0.7420424403166622,0.9487983280987586
0.0226,0.7418213969921711,0.9487983280987586
0.0227,0.74160035366768,0.9487983280987586
0.0228,0.74160035366768,0.9487983280987586
0.0229,0.7407161803697155,0.9487983280987586
0.023,0.7402740937207333,0.9487983280987586
0.0231,0.7400530503962421,0.9487983280987586
0.0232,0.7400530503962421,0.9487983280987586
0.0233,0.7400530503962421,0.9487983280987586
0.0234,0.739832007071751,0.9487983280987586
0.0235,0.7393899204227689,0.9487983280987586
0.0236,0.7389478337737866,0.9487983280987586
0.0237,0.7387267904492955,0.9487983280987586
0.0238,0.7387267904492955,0.9487983280987586
0.0239,0.7387267904492955,0.9487983280987586
0.024,0.7385057471248044,0.9487983280987586
0.0241,0.7385057471248044,0.9487983280987586
0.0242,0.7382847038003133,0.9487983280987586
