iteration,loss
0,Variable containing:
 0.6105
[torch.FloatTensor of size 1]

10000,0.562454738020897
20000,0.5108153718709946
30000,0.46590550303459166
40000,0.45743697106838227
50000,Variable containing:
 0.5140
[torch.FloatTensor of size 1]

60000,0.44583718419075014
70000,0.45191965460777284
80000,0.44834537386894224
90000,0.44865482360124587
100000,Variable containing:
 0.4724
[torch.FloatTensor of size 1]

110000,0.45213342398405076
120000,0.44863778084516526
130000,0.4451089358329773
140000,0.45022350281476975
150000,Variable containing:
 0.3863
[torch.FloatTensor of size 1]

160000,0.4537194630503654
170000,0.44141250431537626
180000,0.45155478060245513
190000,0.4442653748393059
200000,Variable containing:
 0.4576
[torch.FloatTensor of size 1]

210000,0.4542458426952362
220000,0.43987260371446607
230000,0.4489648178219795
240000,0.4517162835597992
250000,Variable containing:
 0.4149
[torch.FloatTensor of size 1]

260000,0.4486818462610245
270000,0.44802485674619674
280000,0.45202177703380586
290000,0.44349379539489747
300000,Variable containing:
 0.5006
[torch.FloatTensor of size 1]

310000,0.45441882222890856
320000,0.44982746183872224
330000,0.44226355880498885
340000,0.4481665426492691
350000,Variable containing:
 0.4719
[torch.FloatTensor of size 1]

360000,0.45541717916727065
370000,0.4373061555624008
380000,0.44893778055906297
390000,0.4541122490167618
400000,Variable containing:
 0.4146
[torch.FloatTensor of size 1]

410000,0.45351178050041197
420000,0.444697932600975
430000,0.44820416271686553
440000,0.44917268335819244
450000,Variable containing:
 0.4429
[torch.FloatTensor of size 1]

460000,0.44486784547567365
470000,0.4508506724238396
480000,0.45327375739812853
490000,0.4452250626683235
500000,Variable containing:
 0.4718
[torch.FloatTensor of size 1]

510000,0.4471549394726753
520000,0.44864816665649415
530000,0.44788066267967225
540000,0.4494691559672356
550000,Variable containing:
 0.5005
[torch.FloatTensor of size 1]

560000,0.4492523655295372
570000,0.45116953551769257
580000,0.45239624530076983
590000,0.4476932102441788
600000,Variable containing:
 0.3991
[torch.FloatTensor of size 1]

610000,0.4441489055752754
620000,0.4517690497636795
630000,0.4543349960446358
640000,0.44435939073562625
650000,Variable containing:
 0.4863
[torch.FloatTensor of size 1]

660000,0.44771394073963167
670000,0.4448282217979431
680000,0.45170477211475374
690000,0.4490014412999153
700000,Variable containing:
 0.4578
[torch.FloatTensor of size 1]

710000,0.4536037838459015
720000,0.45052793085575105
730000,0.4483719030022621
740000,0.4449438098073006
750000,Variable containing:
 0.6015
[torch.FloatTensor of size 1]

760000,0.4550957268476486
770000,0.4502339801192284
780000,0.4465482911467552
790000,0.44548336684703826
800000,Variable containing:
 0.4286
[torch.FloatTensor of size 1]

810000,0.4560550141334534
820000,0.44370762676000597
830000,0.44663858592510225
840000,0.44868258118629456
850000,Variable containing:
 0.3864
[torch.FloatTensor of size 1]

860000,0.4496459499001503
870000,0.45029071629047396
880000,0.4517568701505661
890000,0.44505873918533323
900000,Variable containing:
 0.4281
[torch.FloatTensor of size 1]

910000,0.4442365887761116
920000,0.4536246779561043
930000,0.45470133870840074
940000,0.44333251923322675
950000,Variable containing:
 0.4576
[torch.FloatTensor of size 1]

960000,0.44116082936525347
970000,0.44209554374217985
980000,0.45054045021533967
990000,0.458588108420372
1000000,Variable containing:
 0.5285
[torch.FloatTensor of size 1]

