iteration,loss
0,0.5673959851264954
10000,0.543254760503769
20000,0.5152477008104325
30000,0.5035301306843758
40000,0.47911469012498853
50000,0.5179794430732727
60000,0.45906480103731157
70000,0.4486281359195709
80000,0.4586558398604393
90000,0.4495773178339004
100000,0.33282753825187683
110000,0.4505132347345352
120000,0.44864414930343627
130000,0.45254489630460737
140000,0.447218701839447
150000,0.4432562291622162
160000,0.46113210201263427
170000,0.4486271920800209
180000,0.4522145816683769
190000,0.43390055269002914
200000,0.41357773542404175
210000,0.4527264368534088
220000,0.45497280687093733
230000,0.4410879784822464
240000,0.4444159400463104
250000,0.41462093591690063
260000,0.43695859402418136
270000,0.447233127951622
280000,0.4601156371831894
290000,0.44884907275438307
300000,0.47207263112068176
310000,0.453248553276062
320000,0.44678941190242766
330000,0.44406482845544815
340000,0.4528288176655769
350000,0.38591766357421875
360000,0.45025335878133776
370000,0.45176237910985945
380000,0.4407850459218025
390000,0.4505676195025444
400000,0.5288432836532593
410000,0.45016211628913877
420000,0.4408492523431778
430000,0.456993804872036
440000,0.4492665609717369
450000,0.486255943775177
460000,0.4527602395415306
470000,0.45214691311120986
480000,0.44424169600009916
490000,0.4480991381406784
500000,0.500584602355957
510000,0.4400981497764587
520000,0.45547517091035844
530000,0.44780403196811674
540000,0.4548577573895454
550000,0.4436885714530945
560000,0.4440655076503754
570000,0.4525498351454735
580000,0.4434074223041534
590000,0.45445198357105254
600000,0.44367367029190063
610000,0.44976802319288256
620000,0.4510041782259941
630000,0.4520015463232994
640000,0.44615500926971435
650000,0.5149741768836975
660000,0.44905061930418017
670000,0.44404725819826124
680000,0.45319844961166383
690000,0.45102248281240465
700000,0.4291280508041382
710000,0.45454306781291964
720000,0.45803929924964903
730000,0.44065018951892854
740000,0.4476781913638115
750000,0.5585424304008484
760000,0.4516460758447647
770000,0.444977950155735
780000,0.4542971816658974
790000,0.44964679688215253
800000,0.44304871559143066
810000,0.4408237972855568
820000,0.44892890721559525
830000,0.45683635473251344
840000,0.4462846165895462
850000,0.4148585796356201
860000,0.4509637749195099
870000,0.44590076088905334
880000,0.45501475989818574
890000,0.4430490928888321
900000,0.5577598810195923
910000,0.4499575448036194
920000,0.4441918942332268
930000,0.44899551779031754
940000,0.4490980714559555
950000,0.5432981252670288
960000,0.44197753578424454
970000,0.4577952283620834
980000,0.4493866339325905
990000,0.44614176988601684
1000000,0.3864264190196991
1010000,0.43440127193927763
1020000,0.45753989577293397
1030000,0.4487022703886032
1040000,0.4558200871944427
1050000,0.42965275049209595
1060000,0.4538153037428856
1070000,0.4486210036277771
1080000,0.44467042446136473
1090000,0.4480494800209999
1100000,0.45762911438941956
1110000,0.4429712206125259
1120000,0.4503296458721161
1130000,0.45242470771074295
1140000,0.4449519723653793
1150000,0.5994769930839539
1160000,0.44652887254953383
1170000,0.4580563634634018
1180000,0.44915864169597625
1190000,0.44370354801416395
1200000,0.5293372273445129
