iteration,loss
0,0.6931465864181519
10000,0.6931465864181519
20000,0.6931465864181519
30000,0.6931465864181519
40000,0.6931465864181519
50000,0.6931465864181519
60000,0.6931465864181519
70000,0.6931465864181519
80000,0.6931465864181519
90000,0.6931465864181519
100000,0.6931465864181519
110000,0.6931465864181519
120000,0.6681798124313354
130000,0.5339251992106437
140000,0.46161172807216644
150000,0.44507789611816406
160000,0.4546410220861435
170000,0.4448226273059845
180000,0.4448164016008377
190000,0.4493961411714554
200000,0.4145817160606384
210000,0.4439530023932457
220000,0.4503844249248505
230000,0.4444360625743866
240000,0.4515035134553909
250000,0.5433630347251892
260000,0.44784095346927644
270000,0.4500598633289337
280000,0.4469738280773163
290000,0.45192205399274826
300000,0.5151997804641724
310000,0.44029197812080384
320000,0.4456708371639252
330000,0.4533019018173218
340000,0.45372195601463317
350000,0.44370144605636597
360000,0.44804382771253587
370000,0.45127614825963974
380000,0.4479875659942627
390000,0.44988334029912946
400000,0.4141204059123993
410000,0.4448281228542328
420000,0.44455659598112107
430000,0.4555494984984398
440000,0.4522395086288452
450000,0.4862405061721802
460000,0.4468115577101707
470000,0.4464781817793846
480000,0.4480302983522415
490000,0.4539707097411156
500000,0.42935654520988464
510000,0.44385359942913055
520000,0.44984006524086
530000,0.4527739366889
540000,0.45344105541706087
550000,0.4141635000705719
560000,0.4568846082687378
570000,0.4478535044193268
580000,0.44818622201681135
590000,0.44289336949586866
600000,0.47182080149650574
610000,0.4504518157243729
620000,0.44696252524852753
630000,0.4578832757472992
640000,0.43862537801265716
650000,0.42850685119628906
660000,0.4532499614357948
670000,0.4492284360527992
680000,0.44565227150917053
690000,0.44557822614908216
700000,0.42862948775291443
710000,0.45219403982162476
720000,0.4511194294691086
730000,0.4468869504332542
740000,0.44828540056943894
750000,0.5292455554008484
760000,0.442271588742733
770000,0.4489206710457802
780000,0.44971499145030974
790000,0.4511465618014336
800000,0.3731391131877899
810000,0.44376102536916734
820000,0.45325202703475953
830000,0.4455349254608154
840000,0.4511943903565407
850000,0.400654673576355
860000,0.4429513722658157
870000,0.4478222379088402
880000,0.44972522139549254
890000,0.4452803060412407
900000,0.5144833922386169
910000,0.4510466194152832
920000,0.45355564802885057
930000,0.4503016111254692
940000,0.4472133931517601
950000,0.34042274951934814
960000,0.44282596051692963
970000,0.4469652658700943
980000,0.45195770293474197
990000,0.4525285497307777
1000000,0.4296155273914337
1010000,0.4478169071674347
1020000,0.4520712533593178
1030000,0.44560218751430514
1040000,0.44825057923793793
1050000,0.45801326632499695
1060000,0.4520219632983208
1070000,0.4478337186574936
1080000,0.4510072019696236
1090000,0.44579527646303174
1100000,0.5295999646186829
1110000,0.4456928473711014
1120000,0.45513987898826597
1130000,0.4560717308521271
1140000,0.4420565003156662
1150000,0.44268885254859924
1160000,0.4465480476617813
1170000,0.45548474818468093
1180000,0.4438926512002945
1190000,0.45160573333501813
1200000,0.5436219573020935
