State Abbreviation,FIPS,Year,HPI,
UT,49,1979,171.80,
UT,49,1980,180.11,
UT,49,1981,196.08,
UT,49,1982,203.48,
UT,49,1983,203.36,
UT,49,1984,203.52,
UT,49,1985,208.14,
UT,49,1986,209.78,
UT,49,1987,206.03,
UT,49,1988,199.87,
UT,49,1989,204.23,
UT,49,1990,211.10,
UT,49,1991,222.03,
UT,49,1992,232.67,
UT,49,1993,256.82,
UT,49,1994,291.03,
UT,49,1995,330.76,
UT,49,1996,353.10,
UT,49,1997,375.45,
UT,49,1998,388.17,
UT,49,1999,393.45,
UT,49,2000,399.59,
UT,49,2001,411.88,
UT,49,2002,414.21,
UT,49,2003,414.72,
UT,49,2004,425.22,
UT,49,2005,466.00,
UT,49,2006,538.87,
UT,49,2007,600.25,
UT,49,2008,594.95,
UT,49,2009,542.22,
UT,49,2010,500.17,
UT,49,2011,472.40,
UT,49,2012,474.05,
UT,49,2013,505.23,
UT,49,2014,539.35,
UT,49,2015,561.10,
UT,49,2016,601.78,
VT,50,1975,100.00,
VT,50,1976,99.63,
VT,50,1977,110.75,
VT,50,1978,128.30,
VT,50,1979,133.08,
VT,50,1980,150.43,
VT,50,1981,154.87,
VT,50,1982,156.12,
VT,50,1983,162.27,
VT,50,1984,177.41,
VT,50,1985,190.56,
VT,50,1986,206.69,
VT,50,1987,231.98,
VT,50,1988,267.70,
VT,50,1989,290.01,
VT,50,1990,292.83,
VT,50,1991,287.45,
VT,50,1992,287.33,
VT,50,1993,287.56,
VT,50,1994,288.57,
VT,50,1995,290.39,
VT,50,1996,293.44,
VT,50,1997,295.76,
VT,50,1998,301.03,
VT,50,1999,312.92,
VT,50,2000,339.76,
VT,50,2001,361.52,
VT,50,2002,382.72,
VT,50,2003,402.42,
VT,50,2004,452.22,
VT,50,2005,514.36,
VT,50,2006,555.50,
VT,50,2007,566.57,
VT,50,2008,565.49,
VT,50,2009,548.11,
VT,50,2010,538.61,
VT,50,2011,532.65,
VT,50,2012,529.37,
VT,50,2013,528.17,
VT,50,2014,530.93,
VT,50,2015,538.92,
VT,50,2016,542.48,
VA,51,1975,100.00,
VA,51,1976,103.35,
VA,51,1977,112.24,
VA,51,1978,125.09,
VA,51,1979,137.04,
VA,51,1980,152.08,
VA,51,1981,159.07,
VA,51,1982,164.40,
VA,51,1983,176.36,
VA,51,1984,184.60,
VA,51,1985,194.15,
VA,51,1986,202.95,
VA,51,1987,219.37,
VA,51,1988,249.78,
VA,51,1989,269.80,
VA,51,1990,272.56,
VA,51,1991,271.26,
VA,51,1992,273.81,
VA,51,1993,274.21,
VA,51,1994,276.66,
VA,51,1995,281.12,
VA,51,1996,286.38,
VA,51,1997,292.52,
VA,51,1998,298.43,
VA,51,1999,310.77,
VA,51,2000,336.33,
VA,51,2001,362.55,
VA,51,2002,389.98,
VA,51,2003,411.34,
VA,51,2004,466.51,
VA,51,2005,553.92,
VA,51,2006,611.32,
VA,51,2007,622.42,
VA,51,2008,594.08,
VA,51,2009,554.04,
VA,51,2010,529.73,
VA,51,2011,514.62,
VA,51,2012,507.60,
VA,51,2013,514.03,
VA,51,2014,530.24,
VA,51,2015,541.59,
VA,51,2016,554.59,
WA,53,1975,100.00,
WA,53,1976,111.74,
WA,53,1977,129.88,
WA,53,1978,157.30,
WA,53,1979,181.25,
WA,53,1980,198.84,
WA,53,1981,206.79,
WA,53,1982,207.57,
WA,53,1983,208.16,
WA,53,1984,213.87,
WA,53,1985,218.21,
WA,53,1986,222.44,
WA,53,1987,228.33,
WA,53,1988,241.76,
WA,53,1989,278.31,
WA,53,1990,330.03,
WA,53,1991,350.86,
WA,53,1992,360.51,
WA,53,1993,372.15,
WA,53,1994,387.29,
WA,53,1995,402.97,
WA,53,1996,413.29,
WA,53,1997,430.76,
WA,53,1998,453.82,
WA,53,1999,474.79,
WA,53,2000,504.95,
WA,53,2001,530.59,
WA,53,2002,549.49,
WA,53,2003,563.24,
WA,53,2004,612.29,
WA,53,2005,711.20,
WA,53,2006,819.00,
WA,53,2007,872.41,
WA,53,2008,855.57,
WA,53,2009,772.48,
WA,53,2010,711.54,
WA,53,2011,665.00,
WA,53,2012,648.06,
WA,53,2013,679.32,
WA,53,2014,733.04,
WA,53,2015,782.21,
WA,53,2016,866.41,
WV,54,1975,100.00,
WV,54,1976,101.18,
WV,54,1977,122.83,
WV,54,1978,131.34,
WV,54,1979,139.79,
WV,54,1980,155.94,
WV,54,1981,161.42,
WV,54,1982,129.18,
WV,54,1983,150.49,
WV,54,1984,147.99,
WV,54,1985,146.84,
WV,54,1986,151.33,
WV,54,1987,152.83,
WV,54,1988,154.22,
WV,54,1989,159.14,
WV,54,1990,163.13,
WV,54,1991,168.63,
WV,54,1992,173.36,
WV,54,1993,180.64,
WV,54,1994,189.83,
WV,54,1995,197.27,
WV,54,1996,203.78,
WV,54,1997,210.59,
WV,54,1998,217.35,
WV,54,1999,221.62,
WV,54,2000,227.10,
WV,54,2001,235.90,
WV,54,2002,240.92,
WV,54,2003,245.97,
WV,54,2004,258.58,
WV,54,2005,281.65,
WV,54,2006,296.45,
WV,54,2007,302.09,
WV,54,2008,301.11,
WV,54,2009,291.20,
WV,54,2010,285.60,
WV,54,2011,280.94,
WV,54,2012,278.28,
WV,54,2013,281.48,
WV,54,2014,289.10,
WV,54,2015,294.05,
WV,54,2016,298.64,
WI,55,1975,100.00,
WI,55,1976,103.72,
WI,55,1977,119.03,
WI,55,1978,137.89,
WI,55,1979,153.19,
WI,55,1980,160.02,
WI,55,1981,156.85,
WI,55,1982,153.97,
WI,55,1983,166.70,
WI,55,1984,168.52,
WI,55,1985,172.15,
WI,55,1986,175.89,
WI,55,1987,178.65,
WI,55,1988,189.69,
WI,55,1989,201.04,
WI,55,1990,210.78,
WI,55,1991,219.64,
WI,55,1992,228.14,
WI,55,1993,238.05,
WI,55,1994,254.55,
WI,55,1995,274.24,
WI,55,1996,284.23,
WI,55,1997,297.09,
WI,55,1998,305.37,
WI,55,1999,319.29,
WI,55,2000,339.63,
WI,55,2001,356.82,
WI,55,2002,370.26,
WI,55,2003,381.99,
WI,55,2004,409.72,
WI,55,2005,443.14,
WI,55,2006,458.55,
WI,55,2007,463.31,
WI,55,2008,457.62,
WI,55,2009,440.04,
WI,55,2010,421.33,
WI,55,2011,407.70,
WI,55,2012,400.39,
WI,55,2013,399.72,
WI,55,2014,405.93,
WI,55,2015,416.42,
WI,55,2016,432.65,
WY,56,1975,100.00,
WY,56,1976,115.82,
WY,56,1977,133.01,
WY,56,1978,152.97,
WY,56,1979,186.09,
WY,56,1980,197.38,
WY,56,1981,224.47,
WY,56,1982,230.60,
WY,56,1983,212.25,
WY,56,1984,199.32,
WY,56,1985,192.16,
WY,56,1986,191.58,
WY,56,1987,176.03,
WY,56,1988,161.70,
WY,56,1989,169.10,
WY,56,1990,179.41,
WY,56,1991,189.82,
WY,56,1992,200.19,
WY,56,1993,214.31,
WY,56,1994,232.19,
WY,56,1995,252.86,
WY,56,1996,262.58,
WY,56,1997,271.04,
WY,56,1998,278.90,
WY,56,1999,285.56,
WY,56,2000,299.73,
WY,56,2001,315.97,
WY,56,2002,333.36,
WY,56,2003,349.43,
WY,56,2004,379.89,
WY,56,2005,422.79,
WY,56,2006,473.85,
WY,56,2007,515.52,
WY,56,2008,525.45,
WY,56,2009,512.73,
WY,56,2010,495.24,
WY,56,2011,487.55,
WY,56,2012,492.13,
WY,56,2013,503.00,
WY,56,2014,519.45,
WY,56,2015,535.98,
WY,56,2016,547.40,
